Folder	ConsManifesto2015	ConsManifesto2015_Rel_Freq	GreenManifesto2015	GreenManifesto2015_Rel_Freq	LabourManifesto2015	LabourManifesto2015_Rel_Freq	LibdemManifesto2015	LibdemManifesto2015_Rel_Freq	PlaidCymruManifesto2015	PlaidCymruManifesto2015_Rel_Freq	SNPManifesto2015	SNPManifesto2015_Rel_Freq	UKIPManifesto2015	UKIPManifesto2015_Rel_Freq	TOTAL	TOTAL_Rel_Freq	RANGE	Log_Likelihood	Dispersion_DP	Dispersion_DPnorm	
2.6_million	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
2.7	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
2.7%	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.08	0.78	0.87	
2.7_million	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
2.8	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
2.9	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
2.9%	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
2.9_5.8_5.8_5.8	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
2/3rds	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
20	3 	0.01	14 	0.04	0	0.00	2 	0.01	1 	0.01	1 	0.01	0	0.00	21	0.01	5	25.01	0.45	0.50	
20%	0	0.00	9 	0.02	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	11	0.01	3	21.46	0.60	0.66	
20%.	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
20,000	0	0.00	0	0.00	3 	0.02	0	0.00	0	0.00	0	0.00	1 	0.00	4	0.00	2	13.30	0.76	0.84	
20,700	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
20-year	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
20-year-old	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	4.65	0.90	1.00	
20.8_per_cent	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
200	0	0.00	4 	0.01	0	0.00	0	0.00	0	0.00	1 	0.01	2 	0.01	7	0.00	3	11.13	0.54	0.60	
200%	0	0.00	0	0.00	0	0.00	1 	0.00	1 	0.01	0	0.00	0	0.00	2	0.00	2	5.32	0.72	0.80	
200,000	5 	0.02	3 	0.01	4 	0.02	1 	0.00	1 	0.01	0	0.00	0	0.00	14	0.01	5	13.84	0.38	0.42	
200-mile	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
2000	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	2 	0.01	4	0.00	3	5.88	0.46	0.51	
2000s	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
2001	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
2002	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
2003	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	4.65	0.90	1.00	
2003.	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
2004	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
2004-05	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
2005	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	4.90	0.68	0.76	
2006	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
2006-07	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
2007	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	2 	0.01	6	0.00	4	7.69	0.43	0.47	
2007&ndash;08	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
2007.	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
2007_to_2011	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	4.65	0.90	1.00	
2007_to_94.2	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
2008	0	0.00	2 	0.01	0	0.00	2 	0.01	0	0.00	0	0.00	1 	0.00	5	0.00	3	6.28	0.46	0.51	
2009	4 	0.01	4 	0.01	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	10	0.01	4	10.11	0.42	0.46	
2009&ndash;10	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.08	0.78	0.87	
200_per_cent	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
2010	17 	0.06	10 	0.03	4 	0.02	13 	0.04	2 	0.01	2 	0.01	12 	0.05	60	0.03	7	14.35	0.21	0.24	
2010&ndash;14	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
2010&ndash;15	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
2010-2015	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	4.65	0.90	1.00	
2010_1.40_2.00_2.60	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
2010_2011_2012_2013	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
2011	1 	0.00	1 	0.00	0	0.00	3 	0.01	3 	0.02	1 	0.01	0	0.00	9	0.00	5	9.21	0.40	0.45	
2011._13	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
2012	2 	0.01	6 	0.02	0	0.00	5 	0.02	7 	0.04	2 	0.01	2 	0.01	24	0.01	6	12.86	0.25	0.28	
2012&ndash;13	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
2012&ndash;13.	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
2013	3 	0.01	8 	0.02	0	0.00	2 	0.01	3 	0.02	0	0.00	6 	0.02	22	0.01	5	13.94	0.31	0.34	
2013&ndash;14	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.08	0.78	0.87	
2013/4	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
2013justice	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
2014	3 	0.01	7 	0.02	0	0.00	4 	0.01	2 	0.01	0	0.00	3 	0.01	19	0.01	5	9.23	0.20	0.22	
2014-15	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
2014/15	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
2015	4 	0.01	12 	0.03	1 	0.01	6 	0.02	0	0.00	4 	0.02	1 	0.00	28	0.02	6	15.39	0.29	0.32	
2015&ndash;16	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
2015&ndash;19	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
2015-16	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	2 	0.01	5	0.00	3	10.06	0.59	0.66	
2015-16.	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
2015-2020	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
2015/16	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	4 	0.02	4	0.00	1	15.44	0.85	0.95	
2015/16.	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
2015/2016	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
2015_2016_2017_2018	0	0.00	9 	0.02	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	9	0.00	1	27.37	0.78	0.87	
2016	1 	0.00	6 	0.02	0	0.00	1 	0.00	2 	0.01	2 	0.01	1 	0.00	13	0.01	6	8.09	0.35	0.39	
2016&ndash;17.	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
2016-17	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	2 	0.01	3	0.00	2	8.53	0.76	0.84	
2016.	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
2016/17	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	2	0.00	2	4.53	0.68	0.75	
2017	13 	0.04	0	0.00	3 	0.02	1 	0.00	1 	0.01	1 	0.01	1 	0.00	20	0.01	6	31.16	0.54	0.60	
2017-18	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	2 	0.01	5	0.00	3	9.06	0.59	0.66	
2017.	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
2017/18	0	0.00	0	0.00	0	0.00	5 	0.02	0	0.00	0	0.00	0	0.00	5	0.00	1	17.21	0.82	0.91	
2017/18.	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
2018	1 	0.00	1 	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	1 	0.00	5	0.00	4	4.09	0.31	0.35	
2018-19	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	4	0.00	2	9.43	0.69	0.77	
2019	3 	0.01	2 	0.01	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	6	0.00	3	8.28	0.45	0.50	
2019-20	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	2 	0.01	6	0.00	3	11.05	0.59	0.66	
2019-20_0.03_0.10_0.20	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
2019-20_1.18_1.98_2.93	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
2019-20_2.03_4.07_6.17	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
2019/20	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
2020	16 	0.05	6 	0.02	6 	0.03	22 	0.07	2 	0.01	10 	0.06	8 	0.03	70	0.04	7	21.43	0.25	0.27	
2020-21	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	4 	0.02	0	0.00	4	0.00	1	18.51	0.90	1.00	
2020-21.	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	2	0.00	1	9.26	0.90	1.00	
2020.	0	0.00	8 	0.02	0	0.00	6 	0.02	0	0.00	2 	0.01	0	0.00	16	0.01	3	23.05	0.50	0.56	
2020._2.4	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
2020._6.3	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
2020_0.92_2.04_3.42	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
2021	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	5.49	0.74	0.82	
2023	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
2025	0	0.00	1 	0.00	0	0.00	5 	0.02	0	0.00	0	0.00	1 	0.00	7	0.00	3	12.96	0.54	0.59	
2025.	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.71	0.60	0.67	
2027	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
2027.	0	0.00	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	3	0.00	1	10.32	0.82	0.91	
2028	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	2	0.00	1	7.72	0.85	0.95	
2030	1 	0.00	6 	0.02	1 	0.01	12 	0.04	1 	0.01	0	0.00	0	0.00	21	0.01	5	25.74	0.46	0.51	
2030.	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.71	0.60	0.67	
2030s	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.26	0.84	0.93	
2034	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	4.65	0.90	1.00	
2035.	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
2040	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.71	0.60	0.67	
2040.	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
2050	1 	0.00	4 	0.01	0	0.00	3 	0.01	1 	0.01	0	0.00	1 	0.00	10	0.01	5	6.26	0.30	0.34	
2050.	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
20_per_cent	6 	0.02	0	0.00	1 	0.01	0	0.00	0	0.00	2 	0.01	6 	0.02	15	0.01	4	23.38	0.53	0.58	
20th_century	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	4.65	0.90	1.00	
21	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1 	0.00	3	0.00	3	4.96	0.54	0.60	
21%	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
21,000	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
21,657	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
21-year-olds	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	4.65	0.90	1.00	
2100	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
21st-century	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	4.65	0.90	1.00	
21st_century	2 	0.01	0	0.00	1 	0.01	1 	0.00	0	0.00	2 	0.01	3 	0.01	9	0.00	5	8.77	0.38	0.43	
22	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	2	0.00	2	4.92	0.68	0.76	
22%	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
22,000	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
23	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	2	0.00	2	4.92	0.68	0.76	
23,000	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
23_per_cent	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
23rd_April	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
24	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.71	0.60	0.67	
24.4_108.0_159.9_181.8	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
243	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
24_108_160_182	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
24_5	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
24_hours_a_day	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
25	3 	0.01	8 	0.02	1 	0.01	0	0.00	1 	0.01	1 	0.01	2 	0.01	16	0.01	6	10.78	0.31	0.34	
25%	0	0.00	0	0.00	0	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	3	0.00	2	8.93	0.72	0.80	
25&ndash;50	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
25,000	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	1 	0.00	3	0.00	2	9.30	0.76	0.84	
25-year	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.30	0.66	0.73	
250	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	2 	0.01	1 	0.00	5	0.00	4	6.87	0.41	0.46	
250,000	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	2	0.00	1	9.30	0.90	1.00	
25_per_cent	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	4	0.00	2	9.43	0.69	0.77	
25_year_plan	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
25_years_old	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	1 	0.00	2	0.00	2	5.73	0.76	0.84	
25s.	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
25th	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
26	1 	0.00	3 	0.01	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	5	0.00	3	7.90	0.52	0.58	
26_per_cent	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
27	1 	0.00	2 	0.01	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	4	0.00	3	6.05	0.52	0.58	
27%	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
27,000	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
270,000	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
275,000	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
279,000	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
27_per_cent	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	1 	0.00	2	0.00	2	5.73	0.76	0.84	
28	0	0.00	3 	0.01	1 	0.01	0	0.00	1 	0.01	0	0.00	0	0.00	5	0.00	3	8.92	0.59	0.65	
28%	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.08	0.78	0.87	
280	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
28_to_20	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
29	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	1 	0.01	0	0.00	2	0.00	2	6.51	0.80	0.89	
29,000	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.71	0.60	0.67	
298,000	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
29_3_6	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
29_4	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
2_degrees	0	0.00	6 	0.02	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	6	0.00	1	18.24	0.78	0.87	
2_million	1 	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	4	0.00	2	8.25	0.62	0.69	
2_per_cent	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3 	0.01	3	0.00	1	11.58	0.85	0.95	
2_year_olds	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	3 	0.02	0	0.00	4	0.00	2	12.83	0.72	0.80	
2_years_old	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
3	8 	0.03	3 	0.01	0	0.00	2 	0.01	2 	0.01	4 	0.02	1 	0.00	20	0.01	6	13.39	0.34	0.38	
3,000	3 	0.01	0	0.00	3 	0.02	0	0.00	0	0.00	0	0.00	1 	0.00	7	0.00	3	14.63	0.60	0.66	
3,000_miles	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
3,500	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
3,580	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
3,600	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
3-4	0	0.00	0	0.00	0	0.00	1 	0.00	1 	0.01	0	0.00	0	0.00	2	0.00	2	5.32	0.72	0.80	
3.	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.08	0.78	0.87	
3.0_6.0_6.0_6.0	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
3.1	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
3.1_million	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
3.2	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
3.2_million	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	4.65	0.90	1.00	
3.3	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
3.4	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
3.5	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
3.5_11.6_14.7_17.8	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
3.5_7.0_7.0_7.0	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
3.6	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
3.7	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
3.7%	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.08	0.78	0.87	
3.8	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
3.8_7.9_8.2_8.7	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
3.9	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
30	8 	0.03	1 	0.00	1 	0.01	2 	0.01	1 	0.01	2 	0.01	1 	0.00	16	0.01	7	11.47	0.36	0.40	
30%	0	0.00	2 	0.01	0	0.00	2 	0.01	0	0.00	0	0.00	1 	0.00	5	0.00	3	6.28	0.46	0.51	
30%.	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.08	0.78	0.87	
