Folder	ConsManifesto2024	ConsManifesto2024_Rel_Freq	GreenManifesto2024	GreenManifesto2024_Rel_Freq	LabourManifesto2024	LabourManifesto2024_Rel_Freq	LibdemManifesto2024	LibdemManifesto2024_Rel_Freq	PlaidCymruManifesto2024	PlaidCymruManifesto2024_Rel_Freq	ReformUKmanifesto2024	ReformUKmanifesto2024_Rel_Freq	SNPManifesto2024	SNPManifesto2024_Rel_Freq	TOTAL	TOTAL_Rel_Freq	RANGE	Log_Likelihood	Dispersion_DP	Dispersion_DPnorm	
trainee	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
trainees	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	5.78	0.94	1.00	
training	6 	0.02	9 	0.05	12 	0.05	21 	0.10	2 	0.01	4 	0.06	0	0.00	54	0.04	6	26.28	0.26	0.28	
training_programme	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	2	0.00	1	6.92	0.82	0.87	
trains	1 	0.00	1 	0.01	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	4	0.00	3	5.42	0.46	0.48	
trajectory	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	1	0.00	1	5.48	0.94	0.99	
tram	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
tram-trains	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
trams	0	0.00	0	0.00	0	0.00	2 	0.01	1 	0.01	0	0.00	0	0.00	3	0.00	2	7.07	0.68	0.73	
tranche	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
trans	0	0.00	0	0.00	1 	0.00	1 	0.00	1 	0.01	0	0.00	0	0.00	3	0.00	3	4.08	0.49	0.52	
trans-atlantic	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
trans-inclusive	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
trans-pacific	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.60	0.59	0.63	
transactions	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
transcends	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
transcript	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
transfer	1 	0.00	0	0.00	2 	0.01	4 	0.02	8 	0.05	0	0.00	4 	0.05	19	0.02	5	23.42	0.46	0.49	
transferable	0	0.00	0	0.00	0	0.00	1 	0.00	1 	0.01	1 	0.01	1 	0.01	4	0.00	4	7.60	0.56	0.60	
transferred	1 	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	3	0.00	2	7.23	0.65	0.69	
transferring	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
transfers	0	0.00	1 	0.01	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	2	0.00	2	4.88	0.70	0.75	
transform	10 	0.04	7 	0.04	7 	0.03	3 	0.01	0	0.00	1 	0.01	0	0.00	28	0.02	5	16.50	0.29	0.31	
transformation	1 	0.00	4 	0.02	2 	0.01	2 	0.01	0	0.00	0	0.00	0	0.00	9	0.01	4	8.40	0.36	0.38	
transformational	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.25	0.79	0.84	
transformational'	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
transformative	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
transformed	2 	0.01	1 	0.01	3 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	6	0.00	3	7.54	0.44	0.46	
transforming	2 	0.01	2 	0.01	3 	0.01	2 	0.01	0	0.00	0	0.00	0	0.00	9	0.01	4	5.65	0.26	0.27	
transgender	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	4 	0.06	0	0.00	4	0.00	1	23.12	0.94	1.00	
transition	12 	0.05	21 	0.11	11 	0.05	9 	0.04	3 	0.02	0	0.00	11 	0.14	67	0.06	6	29.85	0.26	0.27	
transitioning	0	0.00	1 	0.01	0	0.00	1 	0.00	2 	0.01	1 	0.01	0	0.00	5	0.00	4	7.54	0.47	0.50	
transitions	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
transmission	0	0.00	1 	0.01	2 	0.01	0	0.00	1 	0.01	0	0.00	0	0.00	4	0.00	3	5.83	0.51	0.54	
transmissions	1 	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.05	0.63	0.67	
transnational	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
transparency	1 	0.00	2 	0.01	3 	0.01	6 	0.03	4 	0.02	0	0.00	1 	0.01	17	0.01	6	7.97	0.27	0.29	
transparent	1 	0.00	2 	0.01	0	0.00	7 	0.03	2 	0.01	0	0.00	1 	0.01	13	0.01	5	14.25	0.39	0.41	
transparently	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
transphobia	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
transplant	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
transport	9 	0.04	12 	0.06	9 	0.04	7 	0.03	12 	0.07	6 	0.09	3 	0.04	58	0.05	7	7.25	0.17	0.18	
trap	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	6.70	0.79	0.83	
trapped	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	5.78	0.94	1.00	
traps	0	0.00	1 	0.01	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.17	0.64	0.68	
trash	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
trauma	1 	0.00	0	0.00	1 	0.00	1 	0.00	1 	0.01	0	0.00	1 	0.01	5	0.00	5	3.18	0.22	0.24	
traumatising	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.39	0.84	0.89	
travel	4 	0.02	9 	0.05	1 	0.00	7 	0.03	7 	0.04	0	0.00	4 	0.05	32	0.03	6	17.30	0.31	0.32	
travel_arrangements	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
traveling	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
traveller	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
travellers	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
travelling	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
trawling	0	0.00	1 	0.01	0	0.00	1 	0.00	0	0.00	1 	0.01	0	0.00	3	0.00	3	6.35	0.61	0.65	
trawscymru	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
treasure	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	2 	0.03	0	0.00	3	0.00	2	11.20	0.77	0.81	
treasury	0	0.00	1 	0.01	0	0.00	1 	0.00	1 	0.01	0	0.00	0	0.00	3	0.00	3	4.53	0.53	0.56	
treat	1 	0.00	4 	0.02	1 	0.00	0	0.00	0	0.00	1 	0.01	1 	0.01	8	0.01	5	10.23	0.47	0.50	
treated	1 	0.00	2 	0.01	9 	0.04	5 	0.02	3 	0.02	1 	0.01	1 	0.01	22	0.02	7	9.18	0.26	0.28	
treaties	2 	0.01	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	4	0.00	2	7.62	0.61	0.65	
treating	0	0.00	0	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	3	0.00	2	6.35	0.63	0.66	
treatment	3 	0.01	6 	0.03	13 	0.05	12 	0.06	2 	0.01	1 	0.01	0	0.00	37	0.03	6	18.95	0.31	0.32	
treatments	1 	0.00	1 	0.01	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	3	0.00	3	3.69	0.46	0.48	
treats	0	0.00	1 	0.01	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	3	0.00	2	6.80	0.67	0.70	
treaty	2 	0.01	2 	0.01	0	0.00	4 	0.02	2 	0.01	1 	0.01	0	0.00	11	0.01	5	7.84	0.29	0.31	
treble	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
tree	1 	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	2	0.00	2	4.31	0.65	0.69	
tree-lined	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
tree_planting	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.01	0	0.00	3	0.00	3	5.77	0.56	0.59	
trees	2 	0.01	1 	0.01	1 	0.00	2 	0.01	0	0.00	0	0.00	1 	0.01	7	0.01	5	3.89	0.26	0.28	
tremendous	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
trend	0	0.00	1 	0.01	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	2	0.00	2	4.88	0.70	0.75	
trial	0	0.00	2 	0.01	3 	0.01	0	0.00	1 	0.01	0	0.00	0	0.00	6	0.00	3	8.95	0.51	0.54	
trialling	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	2	0.00	1	6.92	0.82	0.87	
tribunal	0	0.00	2 	0.01	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	2	6.82	0.64	0.68	
tribunals	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
tribute	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
trident	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
tried	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.60	0.59	0.63	
triggering	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
triggers	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.49	0.80	0.85	
trilateral	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
trillion	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
trillions	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
triple	5 	0.02	1 	0.01	3 	0.01	1 	0.00	2 	0.01	0	0.00	2 	0.03	14	0.01	6	5.73	0.25	0.26	
triple-lock	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
tripling	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
trips	0	0.00	1 	0.01	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	3	0.00	2	6.80	0.67	0.70	
trolleys	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
troop	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	2	0.00	1	6.92	0.82	0.87	
trophies	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.60	0.59	0.63	
trophy	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
troubles	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.60	0.59	0.63	
true	0	0.00	1 	0.01	0	0.00	1 	0.00	1 	0.01	0	0.00	0	0.00	3	0.00	3	4.53	0.53	0.56	
truly	1 	0.00	1 	0.01	0	0.00	6 	0.03	1 	0.01	0	0.00	1 	0.01	10	0.01	5	12.48	0.46	0.49	
trust	4 	0.02	5 	0.03	9 	0.04	3 	0.01	2 	0.01	2 	0.03	1 	0.01	26	0.02	7	4.97	0.20	0.22	
trusted	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	2	0.00	1	6.92	0.82	0.87	
trusts	3 	0.01	1 	0.01	3 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	7	0.01	3	8.74	0.45	0.48	
truth	0	0.00	2 	0.01	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	4	0.00	2	8.34	0.64	0.68	
try_out	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
trying	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	2	0.00	2	4.43	0.66	0.70	
tuberculosis	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
tuition	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1 	0.01	2	0.00	2	6.67	0.80	0.84	
tuition_fees	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.39	0.84	0.89	
tumours	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
turbines	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	5.78	0.94	1.00	
turn	3 	0.01	0	0.00	23 	0.10	0	0.00	1 	0.01	0	0.00	0	0.00	27	0.02	3	60.81	0.65	0.69	
turn_to	0	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.93	0.63	0.66	
turn_up	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
turned	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
turned_a_blind_eye	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
turned_their_backs_on	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.03	0	0.00	2	0.00	1	11.56	0.94	1.00	
turning	2 	0.01	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	4	0.00	2	7.19	0.59	0.63	
turnout	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	5.78	0.94	1.00	
turns	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
tv	2 	0.01	0	0.00	0	0.00	2 	0.01	0	0.00	1 	0.01	0	0.00	5	0.00	3	8.40	0.56	0.59	
tv_licence	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	5.78	0.94	1.00	
tv_licences	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
twice	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	2	0.00	2	5.96	0.74	0.78	
twin	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	4 	0.05	5	0.00	2	20.17	0.74	0.78	
two	8 	0.03	0	0.00	8 	0.03	1 	0.00	6 	0.04	2 	0.03	3 	0.04	28	0.02	6	16.99	0.30	0.32	
two-	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
two-child	1 	0.00	1 	0.01	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	3	0.00	3	3.69	0.46	0.48	
two-party	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.03	0	0.00	2	0.00	1	11.56	0.94	1.00	
two-pronged	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
two-state	1 	0.00	0	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	4	0.00	3	4.97	0.42	0.44	
two-term	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
two-thirds	1 	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	2	0.00	2	4.31	0.65	0.69	
two-tier	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	2 	0.03	0	0.00	3	0.00	2	10.99	0.75	0.79	
two-year	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
two-year-olds	2 	0.01	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	3	0.00	2	5.89	0.61	0.65	
two_million	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
two_thirds	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.25	0.79	0.84	
two_to_four	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
two_to_three	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
two_years_old	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
types	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.60	0.59	0.63	
typical	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	2	0.00	2	5.83	0.73	0.77	
tyre	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
u-turns	0	0.00	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	3	0.00	1	10.38	0.82	0.87	
uber	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
uk-based	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
uk-french	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
uk-level	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
uk-made	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
uk-regulated	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
uk-wide	12 	0.05	1 	0.01	1 	0.00	2 	0.01	0	0.00	0	0.00	1 	0.01	17	0.01	5	22.90	0.50	0.53	
ukrainian	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
ukrainians	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1 	0.01	2	0.00	2	6.67	0.80	0.84	
ukvote	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	5.78	0.94	1.00	
ulez	3 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	1	9.37	0.79	0.84	
ultimately	0	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.93	0.63	0.66	
ultra-fast	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
ultra-processed	1 	0.00	1 	0.01	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	3	0.00	3	3.69	0.46	0.48	
un-necessarily	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
un-necessary	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	2	0.00	1	7.92	0.86	0.91	
unable	0	0.00	1 	0.01	1 	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	5	0.00	4	5.00	0.33	0.35	
unacceptable	1 	0.00	1 	0.01	0	0.00	0	0.00	3 	0.02	2 	0.03	0	0.00	7	0.01	4	12.39	0.52	0.55	
unaccompanied	0	0.00	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	3	0.00	1	10.38	0.82	0.87	
unachievable	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	5.78	0.94	1.00	
unaffordable	1 	0.00	2 	0.01	3 	0.01	0	0.00	0	0.00	1 	0.01	0	0.00	7	0.01	4	8.15	0.45	0.47	
unarranged	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
unauthorised	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
unavailable	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.49	0.80	0.85	
unaware	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
unbiased	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
unblock	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
unblocking	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
uncertain	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
uncertainty	1 	0.00	0	0.00	2 	0.01	1 	0.00	0	0.00	0	0.00	0	0.00	4	0.00	3	4.76	0.42	0.44	
unchecked	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
uncompetitive	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
unconstrained	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
uncontrolled	4 	0.02	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	5	0.00	2	13.27	0.73	0.78	
uncovered	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
undemocratic	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.03	2	0.00	1	10.97	0.94	0.99	
undeniably	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
under	25 	0.10	10 	0.05	27 	0.11	6 	0.03	14 	0.08	4 	0.06	4 	0.05	90	0.07	7	16.51	0.19	0.20	
under-16s	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
under-18s	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
under-19	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
under-25s	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.01	2	0.00	2	6.17	0.76	0.80	
under-funded	0	0.00	1 	0.01	0	0.00	0	0.00	3 	0.02	0	0.00	0	0.00	4	0.00	2	11.08	0.70	0.75	
under-funding	0	0.00	2 	0.01	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	3	0.00	2	7.53	0.70	0.75	
under-resourced	0	0.00	0	0.00	0	0.00	1 	0.00	1 	0.01	0	0.00	0	0.00	2	0.00	2	4.65	0.68	0.73	
under_16s	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	5.78	0.94	1.00	
under_18	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	1	0.00	1	5.48	0.94	0.99	
under_22s	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	1	0.00	1	5.48	0.94	0.99	
under_one_roof	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
under_two	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
undercut	1 	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	3	0.00	3	3.24	0.42	0.44	
undercutting	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.81	0.61	0.65	
underfunded	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
underfunding	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
undergo	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
undergraduate	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	6.70	0.79	0.83	
