Folder	BrexitPartyManifesto2019	BrexitPartyManifesto2019_Rel_Freq	ConsManifesto2019	ConsManifesto2019_Rel_Freq	GreenManifesto2019	GreenManifesto2019_Rel_Freq	LabourManifesto2019	LabourManifesto2019_Rel_Freq	LibdemManifesto2019	LibdemManifesto2019_Rel_Freq	PlaidCymruManifesto2019	PlaidCymruManifesto2019_Rel_Freq	SNPManifesto2019	SNPManifesto2019_Rel_Freq	TOTAL	TOTAL_Rel_Freq	RANGE	Log_Likelihood	Dispersion_DP	Dispersion_DPnorm	
&pound;740_million	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
&pound;74_million	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
&pound;750_million	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
&pound;76.7_billion	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
&pound;780_million	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
&pound;7_billion	0	0.00	1 	0.00	2 	0.01	0	0.00	2 	0.01	1 	0.01	3 	0.01	9	0.01	5	5.21	0.25	0.26	
&pound;7bn	1 	0.05	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	8.52	0.99	1.00	
&pound;8.5_billion	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
&pound;80,000	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
&pound;800_million	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
&pound;80_billion	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
&pound;80_million	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3 	0.01	3	0.00	1	11.08	0.84	0.85	
&pound;81_billion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
&pound;845_million	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
&pound;85_billion	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
&pound;86.2_billion	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
&pound;89	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.09	0.83	0.84	
&pound;8_billion	0	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.14	0.64	0.65	
&pound;9,000	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
&pound;9,500	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
&pound;9.2_billion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
&pound;9.5_billion	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.09	0.83	0.84	
&pound;90_million	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
&pound;90m	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
&pound;94.4_billion	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	1	10.63	0.83	0.84	
&pound;9_billion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
&pound;9k	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
'	3 	0.16	17 	0.08	12 	0.05	48 	0.19	40 	0.15	27 	0.16	16 	0.08	163	0.12	7	30.96	0.20	0.21	
'30	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
'affordable	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
'affordable'	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
'alternative	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
'arts	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
'baby	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'barriers	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
'blue	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	2	0.00	2	4.03	0.63	0.64	
'bomb	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	2	0.00	1	6.73	0.81	0.83	
'bottom	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
'boys	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
'british	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'buy	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
'call	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'care	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'catapult'	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'circular	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'contracts	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	2	0.00	1	7.39	0.84	0.85	
'convergence	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
'crowd	0	0.00	0	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	2	0.00	2	3.85	0.62	0.63	
'curriculum	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	2	0.00	1	6.52	0.80	0.82	
'delivering	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.09	0.83	0.84	
'dependent	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'digital	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
'double	1 	0.05	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	8.52	0.99	1.00	
'driven	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
'ecocide'	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.09	0.83	0.84	
'ending	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
'expendable'	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
'fair_work	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
'fake	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
'first	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
'fit	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
'food	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
'fracking'	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	2	0.00	1	7.39	0.84	0.85	
'free	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
'from	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
'gender	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	2	0.00	1	8.30	0.87	0.89	
'get	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'get-out-of-jail-free	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
'gig	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'golden	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	2	0.00	1	6.52	0.80	0.82	
'grand	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
'green	0	0.00	0	0.00	5 	0.02	0	0.00	0	0.00	0	0.00	0	0.00	5	0.00	1	17.72	0.83	0.84	
'grief'	1 	0.05	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	8.52	0.99	1.00	
'has	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
'health	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
'high	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
'hostile	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	2 	0.01	4	0.00	2	8.57	0.66	0.67	
'housing	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
'i	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
'investment	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
'investor-state	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
'land	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
'league	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	2	0.00	1	6.52	0.80	0.82	
'less	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
'levelling-up'	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
'lifetime'	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
'll	0	0.00	5 	0.02	0	0.00	4 	0.02	0	0.00	0	0.00	1 	0.00	10	0.01	3	17.22	0.56	0.57	
'm	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
'manifesto'	1 	0.05	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	8.52	0.99	1.00	
'move-on	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'no	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	3	0.00	3	4.25	0.51	0.51	
'no-deal'	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
'nothing	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
'nurse	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'off-rolling'	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
'once	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
'passivhaus	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'permitted	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
'pink	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'planned	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'pocket	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
'poverty-proof'	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
'presumption	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'prevent'	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
'primitive	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
'proceed	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
'profit'	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
'proof'	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
'public	0	0.00	1 	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	3	0.00	3	3.82	0.47	0.47	
'race	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
'ranges	1 	0.05	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	8.52	0.99	1.00	
'rape	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
're	0	0.00	3 	0.01	1 	0.00	1 	0.00	0	0.00	3 	0.02	1 	0.00	9	0.01	5	8.04	0.39	0.40	
'reasonable'	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
'reforming	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
'restoring	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
'rewilding'	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	2	0.00	2	4.03	0.63	0.64	
'right	0	0.00	0	0.00	1 	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	3	0.00	2	6.24	0.63	0.64	
'roll	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
'ruralproofing'	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
's	7 	0.37	78 	0.39	95 	0.42	102 	0.41	109 	0.42	64 	0.38	183 	0.87	638	0.48	7	67.99	0.13	0.13	
'safe	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'scare	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
'school	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
'scroungers	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
'single	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
'skills	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'skivers	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
'social	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'soft'	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
'somewhere	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'start-up	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'systematic	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
'take	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
'taper	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
'teaching	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'temporary	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
'textbook'	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
'throwaway	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'tied	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
'time	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'training	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'transition	1 	0.05	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	8.52	0.99	1.00	
'transsexual'	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
'traumainformed'	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
'triple	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.38	0.66	0.67	
'unicorns	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
'use	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	2	0.00	2	4.29	0.66	0.67	
've	0	0.00	3 	0.01	1 	0.00	0	0.00	2 	0.01	0	0.00	5 	0.02	11	0.01	4	12.59	0.42	0.42	
'wellbeing	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'welsh	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
'what_works	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'whitehall	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
'windrush	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
'worker'	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
'wto	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'x'	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'young	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
'zero	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
**25;111;toolong	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
**25;39;toolong	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
**25;522;toolong	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
**28;82;toolong	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
**29;9;toolong	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
-5.5%	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3 	0.02	0	0.00	3	0.00	1	12.45	0.87	0.89	
0.5_per_cent	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
0.7%	0	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	3	0.00	3	4.01	0.49	0.49	
0.7_per_cent	0	0.00	1 	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	3	0.00	2	6.48	0.65	0.66	
02	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
0800_633_5432	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
0hw	1 	0.05	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	8.52	0.99	1.00	
1	0	0.00	1 	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	4	0.00	4	3.30	0.34	0.34	
1%	1 	0.05	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	2	11.79	0.82	0.83	
1,000	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	1 	0.00	4	0.00	3	7.46	0.57	0.57	
1,000doctors	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
1,140	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
1,187	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
1,353	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
1,600	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	2	0.00	1	8.30	0.87	0.89	
1,700	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
1-3	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	2	0.00	1	8.30	0.87	0.89	
1-year-olds	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
1.2_million	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
1.4%	0	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.14	0.64	0.65	
1.4_million	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
1.5_million	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	2	0.00	1	6.73	0.81	0.83	
1.5c	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
1.7	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
10	0	0.00	2 	0.01	2 	0.01	3 	0.01	1 	0.00	0	0.00	1 	0.00	9	0.01	5	4.29	0.27	0.28	
10%	0	0.00	0	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	1 	0.00	4	0.00	3	5.65	0.49	0.49	
10,000	0	0.00	1 	0.00	0	0.00	0	0.00	3 	0.01	0	0.00	2 	0.01	6	0.00	3	8.81	0.50	0.50	
10,373	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
100	0	0.00	3 	0.01	1 	0.00	4 	0.02	0	0.00	3 	0.02	1 	0.00	12	0.01	5	9.15	0.37	0.38	
100%	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	2 	0.01	3 	0.01	7	0.01	3	11.36	0.55	0.55	
100,000	0	0.00	0	0.00	6 	0.03	2 	0.01	3 	0.01	1 	0.01	0	0.00	12	0.01	4	13.15	0.38	0.39	
102,000	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
103	0	0.00	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	3	0.00	1	10.10	0.81	0.83	
